source,title,company,location,date_posted_raw,salary_raw,url,description,scraped_at_utc,role_category,region,skills,num_skills,salary_min_usd_year,salary_max_usd_year,salary_unit_guess,salary_mid_usd_year
RemoteOK,Architecture & Construction Documentation Specialist Freelance AI Trainer Project,Invisible Agency,World Wide,2025-12-13T00:00:23+00:00,,https://remoteOK.com/remote-jobs/remote-architecture-construction-documentation-specialist-freelance-ai-trainer-project-invisible-agency-1129196,"We are seeking early-career professionals with foundational exposure to architecture, engineering, or construction management to support the development of next-generation AI systems. In this role, you will use your understanding of drafting concepts and basic construction documentation to review model outputs, identify errors, and contribute to higher-quality datasets built for professionals in the built-environment industry. The ideal candidate has some hands-on experience reading common construction drawings such as plans, elevations, sections, and simple detail sheets, along with a general familiarity with CSI divisions, schedules, and standard sheet layouts. You should be comfortable working in a fast-paced environment and have a passion for learning and growing in the field. Please mention the word **THOUGHTFULLY** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.026949+00:00,Other,West Coast,[],0,,,unknown,
RemoteOK,TypeScript Developer,Stoke Studio,,2025-12-12T22:57:29+00:00,,https://remoteOK.com/remote-jobs/remote-typescript-developer-stoke-studio-1129195,"About Stoke Studio Stoke Studio is a web and mobile software studio. We design and ship full-stack TypeScript apps for our clientsâand for products we run ourselves. Weâre intentionally small (currently 4 people), hands-on, and close to the workâno layers, real ownership, and direct impact. What youâll do Design, build, and maintain TypeScript/Node.js services and APIs (GraphQL). Partner with product/design to scope and deliver features end-to-end (from idea to deploy). Collaborate with frontend developers to integrate backend services with web and mobile applications. Model relational data and author performant SQL with PostgreSQL (indexing, migrations, query tuning). Implement auth, permissions, rate limiting, and caching layers (e.g., Redis) to keep things fast and secure. Design and iterate on AI features, utilizing LLM APIs to build agents, workflows, and tools. Raise the bar on code quality with tests (unit/integration), observability (logs/metrics/traces), and participate in code reviews. Improve developer experience by optimizing and maintaining CI/CD GitHub Actions and supporting our monorepos (Turborepo/PNPM). Manage deployment processes across our infrastructure platforms (Render, Aptible). Contribute to our stack evolution as we explore new and various technologies (TanStack DB, Electric SQL, etc). Youâre a great fit if you have 5+ years of professional software development experience. Deep TypeScript + Node.js experience building production backends. Strong SQL fundamentals; experience with PostgreSQL in production. API design chops (GraphQL or REST), pagination, error handling, and versioning. Practical security knowledge and performance tuning. Testing habits (unit/integration), pragmatic attention to DX and code quality. Clear, friendly communication and a bias for velocity and shipping. Nice-to-have: Prisma, GraphQL schema design, React Native/Expo familiarity for API consumers. Pay & benefits Salary:Â $120,000â$148,000 401(k) with company match Medical, dental, vision, life insurance Flexible schedule 3+ weeks PTO Company hardware (MacBook Pro + Apple Studio Display available) Access to coworking spaces nationwide How we work (small-team perks) Remote-first with coworking access to Industrious locations nationwide (work from home or drop into high-end spaces when you want a change of scene). Hybrid optional in Dallasâwork in-office when itâs helpful. Youâll own meaningful slices of product, not just tickets in a queue. Direct access to founders and fast decisions; your ideas ship. Focus time is valued; very few meetings. Please mention the word **PEPPED** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.027604+00:00,Other,Other/Unspecified,"['sql', 'typescript', 'react', 'node', 'postgresql']",5,,,unknown,
RemoteOK,Senior Frontend Developer,Sanctuary Computer,,2025-12-12T19:02:39+00:00,,https://remoteOK.com/remote-jobs/remote-senior-frontend-developer-sanctuary-computer-1129194,"We are hiring a contract-based Senior Frontend Developer for the garden3d creative collective Original job post link: Senior Frontend Developer ð About garden3d We are worker owned creative collective, innovating on everything from brands and IRL communities to IoT devices and cross platform apps. We share profit, open source everything, spin out new businesses, and invest in exciting ideas through financial and/or in-kind contributions. Our client roster includes Google , Stripe , Figma , Hinge , Black Socialists in America , ACLU , Pratt , Parsons , Mozilla , The Nobel Prize , MIT , Gnosis , Etsy & Gagosian . Weâre the software team behind innovative products like The Light Phone & Mill , and a global, decentralized community space collective called Index Space . We think of our garden3d as collective for creative people, prioritizing a happy, talented, and diverse studio culture. We work on projects that bring value to our world, and we balance deep care for the work we do with a genuine curiosity about life outside of our jobs. ð® Who weâre looking for: We're looking for a Senior Frontend Developer who excels at building pixel-perfect websites using modern frontend frameworks. You'll collaborate with our team to build elegant, performant, and visually stunning web experiences. Your work will span a diverse range of client projects, from immersive brand websites to complex web applications, all requiring a keen eye for detail and technical excellence. In this role, youâll work on a variety of client projects to find cost-effective, high-quality, pragmatic solutions to complex problems. Responsibilities will include: Collaborating with Technical Lead to meet clients' development needs Building and maintaining high-performance web applications with modern frontend frameworks and tools Implementing responsive, accessible, and pixel-perfect user interfaces based on design specifications Integrating frontend applications with headless CMS platforms, APIs, and third-party services Optimizing application performance, including bundle size, load times, and runtime efficiency Architecting scalable component libraries and design systems for consistency across projects Writing clear documentation for code maintenance and usage Participating in project team meetings, including Sprint Planning, daily standups, and retrospectives Participating in code reviews, providing constructive feedback to teammates and ensuring adherence to best practices The person weâre looking for is happy, relaxed and easy to get along with. Theyâre flexible on anything except conceits that will lower their usually outstanding work quality. They work âsmartâ, by carefully managing their workflow and staggering features that have dependencies intelligently â they prefer deep work but are OK coming up to the surface now and then for top level / strategic conversations. We believe people with backgrounds or interests in design, art, music, food or fashion tend to have a well rounded sense of design & quality â so a variety of hobbies or side projects is a big nice to have! ð Must Have Competencies: Weâre always pitching for new and exciting technology niches. Some of the areas below are relevant to us! 8+ years writing highly performant frontend code, an obsession for 95+ Lighthouse scores Expert level experience with Typescript, and one of Next.js, Nuxt, Svelte, Vue Extensive experience with headless CMS like Sanity, Contentful, Prismic or more Fluency in industry standard PaaS like Vercel, Netlify, Firebase, etc Fluency in eCommerce technologies like Shopify (headless & liquid), Stripe, Swell and others Experience building accessible, responsive interfaces with attention to performance optimization and SEO best practices Strong understanding of modern CSS methodologies (Tailwind, CSS Modules, etc) and animation libraries Experience with state management solutions (Redux, Zustand, Pinia) and API integration patterns Proficiency with testing frameworks (Jest, Playwright, Cypress) and commitment to writing maintainable, well-documented code Experience with design systems and component libraries, working closely with designers to ensure pixel-perfect implementations Real-time & performance optimization : experience with WebSockets for live data updates, caching strategies (Redis, CDN-level caching), CDN configuration and optimization (Cloudflare, Fastly), and image optimization techniques including proxies and delivery networks ðª Nice to Have Competencies: Weâre always pitching for new and exciting technology niches. Some of the areas below are relevant to us! WebGL & Canvas expertise : experience building interactive graphics, animations, and visualizations using WebGL, Three.js, or native Canvas API Data visualization : creating compelling, interactive data visualizations with libraries like Mapbox, D3.js, Chart.js, or similar tools Full-stack development experience : comfortable working across the entire stack, from frontend to backend and database layers PostgreSQL expertise : strong experience with database design, query optimization, and managing complex relational data structures GraphQL & API design : building and maintaining GraphQL or REST APIs with a focus on performance and developer experience Real-time technologies : experience with WebSockets, Server-Sent Events, or similar technologies for building live, interactive features Authentication & security : implementing secure authentication flows (OAuth, JWT) and following security best practices Client-facing experience : working directly with customers to gather requirements and provide technical solutions Product management experience : defining product roadmaps and collaborating closely with stakeholders Engineering management experience : leading teams, setting technical direction, and mentoring developers ð¸ Compensation Our pay scale ranges from $35 p/hr to $95 p/hr pending seniority (& team leadership experience), and our projects are rarely less than 8 full time weeks at 40 hours per week. We prefer long standing relationships with highly accountable and communicative team members, so we encourage candidates to expect longer term engagements. ð¤ How we interview: Our interview process starts with a call where you get to meet a few members of our team. From there weâll ask appropriate candidates to take part in a technical exercise which helps illustrate skill level and comfort. â Itâs also a great way to see what itâs like to work with us and help support folks who may not have the âright titleâ but have the experience and technical know-how for the role. ð©âð­ How we work: We believe that thereâs a better balance between the poles of freelancing & full time, and for that reason Sanctuary works differently to most shops: Transparency & Ownership: Â We release out Profit & Loss statements to the community each year, open source our best ideas, and talk business & money with everyone in the company. Weâre proud to run our business with integrity, and for that reason we share everything with our team & community. 150% Carbon Negative: Â Our studio offsets 150% of the carbon we use to do business each year, dated back to our founding in 2015. We turn down work that is not in-line with our morals, and we encourage our peers to do the same. We have been certified climate neutral since 2021 . Strong Morals: Â Since our founding, we've turned down somewhere between $1mm - $2mm of work that didn't meet our moral standards. (Most of that was DTC brands that can't show a valid sustainability initiative). Async & Decentralized: We use tools optimized for calm, thoughtful communication, and opt for async whenever possible. We fight hard to maintain our focus time. Remote Friendly: Â Our company is fluent in remote work, making our workplace more decentralized, and democratized in the process. Ideas & Products: Â In our spare studio time, we work to build our own open source or internal products to diversify & bolster our income. We create amazing technology products for our clients, so why not for the studio? â Read more on our Substack, over here , or our Medium, over there . Please mention the word **AMICABLY** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.030026+00:00,Other,Other/Unspecified,"['typescript', 'postgresql']",2,,,unknown,
RemoteOK,Account Manager QSR,Fetch,United States,2025-12-12T16:01:00+00:00,,https://remoteOK.com/remote-jobs/remote-account-manager-qsr-fetch-1129193,"What weâre building and why weâre building it. Every month, millions of people use Americaâs Rewards App, earning rewards for buying brands they love, and a whole lot more. Whether shopping in the grocery aisle, grabbing a bite at the drive-through or playing a favorite mobile game, Fetch empowers consumers to live rewarded throughout their day. To date, weâve delivered more than $1 billion in rewards and earned more than 5 million five-star reviews from happy users. Itâs not just our users who believe in Fetch: with investments from SoftBank, Univision, and Hamilton Lane, and partnerships ranging from challenger brands to Fortune 500 companies, Fetch is reshaping how brands and consumers connect in the marketplace. When you work at Fetch, you play a vital role in a platform that drives brand loyalty and creates lifelong consumers with the power of Fetch points. User and partner success are at the heart of everything we do, and we extend that same commitment to our employees. At Fetch, we value curiosity, adaptability, and the confidence to explore new tools, especially AI, to drive smarter, faster work. You donât need to be an expert, but you should be ready to learn quickly and think critically. We welcome learners who move fast, challenge the status quo, and shape whatâs next, with us. Ranked as one of Americaâs Best Startup Employers by Forbes for two years in a row, Fetch fosters a people-first culture rooted in trust, accountability, and innovation. We encourage our employees to challenge ideas, think bigger, and always bring the fun to Fetch. Fetch is an equal employment opportunity employer. About the Role: The Account Manager supports client relationships and engagements, and ensures deliverables align with client needs to drive retention and growth. This role is client-facing and contributes directly to revenue through individual and pod quota ownership. Please mention the word **CONCILIATORY** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.030367+00:00,Other,Other/Unspecified,[],0,,,unknown,
RemoteOK,Customer Success Manager II SLED,ExtraHop,Remote,2025-12-12T16:00:33+00:00,,https://remoteOK.com/remote-jobs/remote-customer-success-manager-ii-sled-extrahop-1129192,"ExtraHop is reinventing Network Detection and Response (NDR) to help enterprises and organziations stay ahead of emerging threats with unmatched network visibility, context, and control. Todayâs attackers bypass traditional security defenses through identity-based entry, move invisibly across cloud, on-premise, and data center networks using encryption and trusted applications, and exploit and exit whenever they want. But all of that movement is visible on the network... if you can see it. By combining the power of NDR with Network Performance Management (NPM), Intrusion Detection Systems (IDS), and forensics in a single, integrated platform, ExtraHop can decrypt and unlock complete packet-level data at wire speed, analyze and correlate it across all your networks, applications, devices, and users with cloud-scale machine learning, and provide a single interface to the SOC to detect, investigate, and remediate modern cyber risks in real time. As a member of our Customer Success team, youâll have the opportunity to unleash your expertise to wow customers and make a difference in an exciting, growing company. At ExtraHop, we provide solutions for mission-critical business and technology problems across a vast array of industries and technologies. With us, youâll deliver solutions that customers previously thought infeasible or impossible to solve. Join us and youâll find we have a supportive home team, great customers, and a product that customers love. Key Responsibilities - Analyze customer requirements and promote the highest value application of ExtraHop in our customer's business environment. - Secure contract renewals and identify growth opportunities by assisting customers in driving successful outcomes with ExtraHop products and services. - Engage ExtraHop end-users to provide targeted assistance and enablement. - Assist in assessing customer needs and coordinate Please mention the word **POSITIVES** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.030506+00:00,Other,Remote/Unspecified,['machine learning'],1,,,unknown,
RemoteOK,Trading Technology Engineer,BitMEX,Remote - Asia,2025-12-12T14:00:19+00:00,,https://remoteOK.com/remote-jobs/remote-trading-technology-engineer-bitmex-1129191,"About BitMEX BitMEX stands as a globally leading exchange for crypto derivatives, offering traders a professional-grade trading platform. Since its inception in 2014, BitMEX has maintained an impeccable security record with âno coin lost, ever!â. Our platform caters to cryptocurrency derivatives traders by providing low latency, deep liquidity, and maximum availability. Currently, BitMEX offers more than 100 derivatives contracts, 16 pairs for spot trading, and an easy covert function between 30+ different cryptocurrencies. In 2015, BitMEX revolutionised the market by inventing the Perpetual Swap, which has since become the most widely traded crypto product. Demonstrating a commitment to transparency, since 2021, BitMEX has been among the first exchanges to regularly publish its on-chain Proof of Reserves and Proof of Liabilities, ensuring that the funds available exceed the total client balances. For more information on BitMEX, company initiatives and our products, please visit the BitMEX Blog or www.bitmex.com , and follow LinkedIn , Discord , Telegram and X . Please mention the word **RIGHTEOUSNESS** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.030978+00:00,Other,Remote/Unspecified,[],0,,,unknown,
RemoteOK,Junior Crypto Analyst & Trader,WhiteBridge-Ltd,,2025-12-12T13:30:43+00:00,,https://remoteOK.com/remote-jobs/remote-junior-crypto-analyst-trader-whitebridge-ltd-1129190,"WhiteBridge-Ltd is a young and rapidly developing company working in the field of digital markets and analytics. We bring together enterprising people who want to master modern approaches to trading, analysis and decision-making in a dynamic market environment. We are currently looking for aÂ Junior Crypto Analyst & Trader , a novice specialist who is ready to complete training, perform real trading operations and develop under the guidance of experienced mentors. Your Responsibilities Execution and support of trading operations on digital markets. Tracking asset dynamics and market trends. Maintaining internal records on transactions and statistics. Analyzing market data, news, and charts for decision-making. Work with analytical tools and participate in discussions with a team of traders. The gradual formation and improvement of your own trading strategy. What We Offer Working for a young and growing international company. Remote format â you can work from anywhere in the world. Flexible schedule â up to 20 hours per week, convenient to combine with study or main activity. Learning from scratch â all processes and trading tools are mastered with a mentor. The opportunity for professional growth and transition to more advanced levels. Ideal Candidate Profile Genuine interest in crypto markets, blockchain technology, or financial trading â curiosity is more important than prior experience. Readiness to learn quickly, adapt, and develop new skills from zero. Careful, accurate and attentive to detail â especially when handling real market operations. Able to work independently, manage time effectively, and stay organized in a remote role. Responsible, reliable, and committed to following through on tasks. Motivated to improve and grow within the company. English level B2 or above â required to understand analytics, educational materials, tools, and international news. Please mention the word **ASSURANCE** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.031606+00:00,Other,Other/Unspecified,[],0,,,unknown,
RemoteOK,Senior Accountant,Circle.so,Remote,2025-12-12T13:00:57+00:00,,https://remoteOK.com/remote-jobs/remote-senior-accountant-circle-so-1129189,"About Us Circle is building the worldâs leading all-in-one platform for online communities. We make it possible for creators, coaches, educators, and businesses to bring together their audience with engaging discussions, live streams, events, chat, courses, and payments â all in one place, all under their own brand. Weâre proud to be a fully remote company of around 200 (and growing!) team members from 30+ countries around the world. We seek exceptional individuals around the world, set them up to do the best work of their lives, and in turn, create a meaningful impact in their own lives. We don't track hours, but we do manage for high expectations very closely. We collaborate across time zones, are highly async, and like to document a lot. Twice a year, we bring the whole company together in beautiful places around the world for our company offsites. So far, weâve hosted offsites in Turkey, Portugal, Mexico, Thailand, Colombia, Italy, Ireland, and more, with still more to come! Check out our Careers page for more about working at Circle. About the role We are looking for a Senior Accountant to join our growing Finance team at Circle. As we scale to $100M+ ARR, we need a detail-oriented accounting professional to strengthen our financial operations and ensure accurate, timely financial reporting. This is a hands-on accounting role reporting to the Controller. You'll be responsible for managing the monthly close process, overseeing day-to-day accounts payable operations, and supporting accounts receivable functions. Your work will be critical to maintaining the integrity of our financial records and providing management with reliable monthly financial statements. Please mention the word **INDIVIDUALIZED** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.031961+00:00,Other,Remote/Unspecified,[],0,,,unknown,
RemoteOK,Copywriter,INFUSE,Remote,2025-12-12T13:00:35+00:00,,https://remoteOK.com/remote-jobs/remote-copywriter-infuse-1129188,"OUR HIRING PROCESS: We will review your application against our job requirements. We do not employ machine learning technologies during this phase as we believe every human deserves attention from another human. We do not think machines can evaluate your application quite like our seasoned recruiting professionalsâevery person is unique. We promise to give your candidacy a fair and detailed assessment. We may then invite you to submit a video interview for the review of the hiring manager. This video interview is often followed by a test or short project that allows us to determine whether you will be a good fit for the team. At this point, we will invite you to interview with our hiring manager and/or the interview team. Please note: We do not conduct interviews via text message, Telegram, etc. and we never hire anyone into our organization without having met you face-to-face (or via Zoom). You will be invited to come to a live meeting or Zoom, where you will meet our INFUSE team. From there on, itâs decision time! If you are still excited to join INFUSE and we like you as much, we will have a conversation about your offer. We do not make offers without giving you the opportunity to speak with us live. INFUSE is committed to complying with applicable data privacy and security laws and regulations. For more information, please see our Privacy Policy Our ideal candidate is a skilled and imaginative writer with an eye for detail. If you can grasp project requirements quickly and offer valuable insight, weâd like to meet you. We are looking for a Copywriter to write clear and concise copy for emails, ca Please mention the word **TALENTS** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.032308+00:00,Other,Remote/Unspecified,['machine learning'],1,,,unknown,
RemoteOK,Software Engineer Rust Shopify,ParcelHero,Philippines,2025-12-12T08:01:05+00:00,,https://remoteOK.com/remote-jobs/remote-software-engineer-rust-shopify-parcelhero-1129187,"ParcelHero is one of the UKâs biggest parcel delivery price comparison sites. With over 5 million visitors a year, and over 100 remote employees worldwide, weâre a technology-driven company thatâs going places, delivering innovative solutions to ensure exceptional customer care. As a forward-thinking and dynamic business, we offer excellent career growth opportunities. In 2025, we will be rolling out worldwide our new TMS (Transport management solution) Parcelhero Pro, which enables retailers to pay a monthly subscription to centralise all orders and ship on their own carrier accounts using our cutting-edge shipping platform. At ParcelHero, we foster a collaborative and innovative culture where every team member's voice matters. We're a fast-paced, remote-first company that values initiative, adaptability, and a strong sense of ownership. If you're someone who thrives in a dynamic, ambitious, and forward-thinking team, youâll fit right in with us. Responsibilities â¢ Design, develop, and maintain integrations with marketplaces (Amazon, eBay, Shopify, etc.). â¢ Build scalable solutions for order management, catalog synchronization, shipping, and fulfillment. â¢ Provide input in architectural and technical decisions as part of an agile team. â¢ Develop Shopify apps and services using Rust. â¢ Ensure high-quality code through automated testing, observability, and best engineering practices. â¢ Mentor junior engineers and share knowledge of marketplace APIs. â¢ Stay ahead of new marketplace features, API updates, and industry best practices. \n Skills and Competencies - Must-haves Min 8 years experience in C# or 5 years C# experience coupled with 3+ years experience at another OO or functional language. Strong experience integrating with marketplace APIs (Amazon, eBay, Shopify). Proficiency in Rust (for Shopify app development). At least 5+ years of software engineering experience in a modern OO or functional language. Excellent knowledge of automated testing (theory and practice). Experience with containerized environments (Docker, Kubernetes). Solid database knowledge (e.g., PostgreSQL). Optional positives DDD knowledge and experience Event sourcing and/or CQRS Experience with EventStoreDB Experience debugging a system in production or very good knowledge of observability and good tracing/logging practices Experience with F# or a secondary server-side programming language Qualifications and Experience Bachelor of Science in Computer Science, Engineering, or a math-related field; or equivalent work experience Excellent communication skills At least 8 years of software development experience \n â±150,000 - â±200,000 a month 8:30am to 5pm Mon-Fri (GMT). 15 days holiday per year. You work as a contractor and are responsible for your own tax. You need a min 20 MB broadband line, and your own PC/Laptop and headset. \n Please mention the word **RICH** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.033274+00:00,Software Engineer,Central,"['docker', 'kubernetes', 'postgresql']",3,,,unknown,
RemoteOK,Full Stack Software Engineer,CompassX Group,Remote - CST Timezone,2025-12-12T08:00:58+00:00,,https://remoteOK.com/remote-jobs/remote-full-stack-software-engineer-compassx-group-1129186,"About Us: At CompassX, our clients rely on us to lead high-priority strategic initiatives and transformational projects. Our mission is to create a community of people who come up with innovative approaches and deliver the best outcomes for our clients. You will have the opportunity to leverage your experience, creativity, and skills to impact your clients and influence the trajectory of our firm to achieve growth for the team and your career. We are honored to be recognized as a âBest Place to Workâ in Southern California and listed as one of INC.âs 5000 fastest-growing private companies in the U.S. \n \n $65 - $80 an hour Note: This is a 9 month Contract role. Weâre seeking a Senior Full-Stack Software Engineer to design, develop, and maintain scalable applications using React, Go, and TypeScript . You will also architect and deploy services on AWS and manage containerized applications using Kubernetes . This role combines technical leadership, hands-on coding, and close collaboration with cross-functional teams. Later, this role will be expanded to manage the team members and collaborate closely with the business in enabling the teams to achieve their business goals. Key Responsibilities: - Build and maintain scalable frontend applications using React and TypeScript - Design and implement backend services and APIs in Go - Optimize full-stack performance and ensure code quality through reviews and best practices - Translate product requirements into technical solutions with clean, well-documented code - Lead design discussions and contribute to architectural decisions - Collaborate closely with designers, product managers, and engineers to deliver end-to-end features - Deploy and monitor cloud-native applications on AWS using Kubernetes - Mentor and support junior developers on technical design and implementation - Participate in agile ceremonies, design reviews, and roadmap planning \n Please mention the word **SUPPORTER** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.034256+00:00,Software Engineer,Remote/Unspecified,"['typescript', 'aws', 'kubernetes', 'react']",4,,,unknown,
RemoteOK,Senior Backend Engineer,Goodnotes,Europe & Asia,2025-12-12T08:00:51+00:00,,https://remoteOK.com/remote-jobs/remote-senior-backend-engineer-goodnotes-1129185,"At Goodnotes, we believe that every individual holds untapped potential waiting to be unleashed. By reimagining the way we interact with information, weâre merging human creativity with the breakthrough capabilities of AI. Our renewed vision and mission drive us to create the best medium for human and AI collaboration, empowering users to explore new dimensions of productivity, creativity, and learning. Join us on this journey as we transform digital note-taking into an inspiring and innovative experience. Our Values: Dream big âBe visionary, strategic, and open to innovation Build great things âWork in service of our users, always improving and pushing higher Take ownership âTake responsibility with bold decision-making and bias for action Win like a sports team âBe trusting and collaborative while empowering others Learn and grow fast âNever stop learning and iterate fast Share our passion âShare ideas and practice enthusiasm and joy Be user obsessed âEmpathetic, inquisitive, practical About the team: You will join a distributed team across Europe and Asia with shared time for collaboration such as planning, retros, stand-ups and brainstorming sessions. While you will get support from QA and Cloud Infrastructure & DevOps experts, you will own your prod to enable Goodnotes on all platforms. You will build our new APIs and services to bring a smooth experience to dozens of millions of users and soon many more. About the role: This is the role for you, if youâre excited to work on the things listed below: Please mention the word **WORTH** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.034886+00:00,Software Engineer,Other/Unspecified,[],0,,,unknown,
RemoteOK,Systems Infrastructure Engineer,DeepIntent,"Banja Luka, Bosnia or Belgrade, Serbia",2025-12-12T08:00:18+00:00,,https://remoteOK.com/remote-jobs/remote-systems-infrastructure-engineer-deepintent-1129184,"DeepIntent is leading the healthcare advertising industry with data-driven solutions built for the future. From day one, our mission has been to improve patient outcomes through the artful use of advertising, data science, and real-world clinical data. For more information visit, www.DeepIntent.com. We are seeking a skilled Systems/ Infrastructure Engineer to join our team and support the operation, maintenance, and improvement of our Linux-based infrastructure. The ideal candidate brings hands-on Linux administration experience, basic networking knowledge, familiarity with cloud platforms (AWS preferred), and a mindset oriented toward automation and security best practices. What Youâll Do: â¢ Manage and maintain Linux servers (RHEL-compatible distributions such as Rocky Linux and CentOS), ensuring high availability, performance, and security. â¢ Design, implement, and maintain system configurations including server hardware, storage solutions, and virtualization platforms. â¢ Monitor system and network performance, perform regular audits, and proactively troubleshoot issues. â¢ Install, upgrade, and patch system software and applications. â¢ Develop and maintain clear and comprehensive documentation for system configurations, operational procedures, and policies. â¢ Configure and manage L4/L7 load balancers. â¢ Implement security best practices including access control, firewall management, OS hardening, and integration with IDS/IPS systems. â¢ Collaborate with cross-functional teams to support their services and provide technical consulting. â¢ Track and assess emerging vulnerabilities and security advisories that may affect infrastructure or services. â¢ Manage users, permissions, authentication systems. Please mention the word **EXALT** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.035025+00:00,Other,West Coast,['aws'],1,,,unknown,
RemoteOK,Staff Cloud Database Engineer,WeightWatchers,United States,2025-12-12T00:01:54+00:00,,https://remoteOK.com/remote-jobs/remote-staff-cloud-database-engineer-weightwatchers-1129183,"WeightWatchers is a global digital health company. We are the #1 doctor-recommended â and most clinically studied â behavioral weight health program in the world. For sixty years, WeightWatchers has helped millions build healthy habits and live happier, healthier lives. As the science of weight health rapidly evolves, so does WeightWatchers. Today we are developing new clinical pathways for medication access, creating behavioral programs for chronic health conditions, integrating third-party services, and enhancing product personalization. WeightWatchers has embraced technology, with our mobile app now the primary tool for most members. While we continue to perfect our digital product, we are also designing new in-person experiences. With these diverse member touchpoints, our potential for impact has never been greater. Who We Are The WeightWatchers Finance Team serves as a core driver of the company's business success. This team of experienced financial professionals leverages data analytics and best practices to deliver insightful financial reporting and analysis. These contributions empower strategic decision-making across the organization, ensuring the company's financial health and sustainability. Please mention the word **REFUNDED** and tag RMjAuMTY5LjcyLjEw when applying to show you read the job post completely (#RMjAuMTY5LjcyLjEw). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.",2025-12-16T01:03:15.035143+00:00,Other,Other/Unspecified,[],0,,,unknown,
